FID;FID_buildi;osm_id;name;type;startX;startY;endY;endX
1416;7;886662639.000000000000000; ; ;-0.352003900000000;39.540467900000003;39.540191900000003;-0.352180000000023
1417;7;886662639.000000000000000; ; ;-0.352180000000000;39.540191900000003;39.540208999999997;-0.352220199999974
1418;7;886662639.000000000000000; ; ;-0.352220200000000;39.540208999999997;39.540141599999998;-0.352272899999982
1419;7;886662639.000000000000000; ; ;-0.352272900000000;39.540141599999998;39.540215600000003;-0.352421899999965
1420;7;886662639.000000000000000; ; ;-0.352421900000000;39.540215600000003;39.540198599999997;-0.352442100000038
1421;7;886662639.000000000000000; ; ;-0.352442100000000;39.540198599999997;39.540288300000000;-0.352623400000028
1422;7;886662639.000000000000000; ; ;-0.352623400000000;39.540288300000000;39.540315200000002;-0.352599099999972
1423;17;886739584.000000000000000; ; ;-0.352003900000000;39.540467900000003;39.540191900000003;-0.352180000000023
1424;17;886739584.000000000000000; ; ;-0.352180000000000;39.540191900000003;39.540208999999997;-0.352220199999974
1425;17;886739584.000000000000000; ; ;-0.352220200000000;39.540208999999997;39.540141599999998;-0.352272899999982
1426;17;886739584.000000000000000; ; ;-0.352272900000000;39.540141599999998;39.540215600000003;-0.352421899999965
1427;17;886739584.000000000000000; ; ;-0.352421900000000;39.540215600000003;39.540198599999997;-0.352442100000038
1428;17;886739584.000000000000000; ; ;-0.352442100000000;39.540198599999997;39.540288300000000;-0.352623400000028
1429;17;886739584.000000000000000; ; ;-0.352623400000000;39.540288300000000;39.540315200000002;-0.352599099999972
1430;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352866100000000;39.540213199999997;39.539602400000000;-0.353396300000029
1431;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.353396300000000;39.539602400000000;39.539871599999998;-0.353889199999956
1432;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.353889200000000;39.539871599999998;39.540578600000003;-0.353267400000022
1433;7;886662639.000000000000000; ; ;-0.352866100000000;39.540213199999997;39.539602400000000;-0.353396300000029
1434;7;886662639.000000000000000; ; ;-0.353396300000000;39.539602400000000;39.539871599999998;-0.353889199999956
1435;7;886662639.000000000000000; ; ;-0.353889200000000;39.539871599999998;39.540578600000003;-0.353267400000022
1436;16;886739583.000000000000000; ; ;-0.352866100000000;39.540213199999997;39.539602400000000;-0.353396300000029
1437;16;886739583.000000000000000; ; ;-0.353396300000000;39.539602400000000;39.539871599999998;-0.353889199999956
1438;16;886739583.000000000000000; ; ;-0.353889200000000;39.539871599999998;39.540578600000003;-0.353267400000022
1439;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.353267400000000;39.540578600000003;39.540488500000002;-0.353085699999999
1440;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.353085700000000;39.540488500000002;39.540375200000000;-0.353164799999971
